X,Y
2.431426280729885,11.892704883268813
2.3839742318953974,11.797976479702285
2.7635906225713014,11.797976479702285
2.336522183060909,11.70324807613575
2.3839742318953974,11.655883874352483
2.7635906225713014,11.608519672569216
2.2890701342264217,11.561155470785948
2.8584947202402775,11.561155470785948
2.336522183060909,11.513791269002677
2.336522183060909,11.46642706721941
2.241618085391934,11.419062865436143
2.905946769074766,11.371698663652882
2.8584947202402775,11.324334461869608
2.2890701342264217,11.276970260086348
2.241618085391934,11.22960605830308
2.9533988179092536,11.22960605830308
2.905946769074766,11.134877654736542
2.241618085391934,11.087513452953274
3.0008508667437415,11.040149251170007
2.1467139877229577,10.99278504938674
2.1467139877229577,10.945420847603472
2.9533988179092536,10.945420847603472
2.1467139877229577,10.898056645820205
2.1941660365574456,10.898056645820205
2.1941660365574456,10.850692444036937
3.0483029155782297,10.803328242253677
3.0483029155782297,10.755964040470403
2.0992619388884695,10.708599838687142
3.0008508667437415,10.708599838687142
3.0008508667437415,10.661235636903871
2.1467139877229577,10.613871435120604
3.0957549644127176,10.566507233337337
3.0483029155782297,10.51914303155407
2.0518098900539816,10.471778829770802
3.0483029155782297,10.471778829770802
3.0483029155782297,10.424414627987534
3.143207013247205,10.329686224421
3.143207013247205,10.282322022637732
3.143207013247205,10.234957820854468
2.0043578412194933,10.187593619071201
3.0957549644127176,10.187593619071201
2.0043578412194933,10.140229417287934
3.0957549644127176,10.140229417287934
3.0957549644127176,10.092865215504666
3.190659062081693,10.045501013721399
3.190659062081693,9.950772610154864
1.9569057923850055,9.9034084083716
3.143207013247205,9.9034084083716
3.143207013247205,9.856044206588333
2.0043578412194933,9.761315803021798
2.0043578412194933,9.71395160123853
2.0043578412194933,9.66658739945526
3.238111110916181,9.66658739945526
3.238111110916181,9.619223197671996
3.238111110916181,9.571858995888729
1.9094537435505174,9.524494794105461
3.190659062081693,9.477130592322194
1.9569057923850055,9.335037986972395
1.9569057923850055,9.287673785189128
1.9569057923850055,9.240309583405857
3.238111110916181,9.19294538162259
1.8620016947160294,9.098216978056058
3.333015208585157,9.003488574489523
1.9094537435505174,8.956124372706256
3.333015208585157,8.956124372706256
3.285563159750669,8.908760170922992
1.9094537435505174,8.861395969139725
